22,SSH,terminal
21,FTP,filebrowser
80,HTTP,filebrowser
443,HTTPS,filebrowser
3389,RDP,other
5900,VNC,other
445,SMB,filebrowser
2049,NFS,filebrowser
53,DNS,other
25,SMTP,other
110,POP3,other
143,IMAP,other
3306,MySQL,terminal
5432,PostgreSQL,terminal
6379,Redis,terminal
27017,MongoDB,terminal
8080,HTTP-Alt,filebrowser
8443,HTTPS-Alt,filebrowser
9090,Prometheus,filebrowser
3000,WebApp-Dev,filebrowser
161,SNMP,other
123,NTP,other
